序号,城市,区域,详细区域,区域分类,标题,链接,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
3265,杭州,西湖区,西湖区-申花-龙湖紫金上城,西湖区,整租·龙湖紫金上城 2室0厅 复式 北,https://hz.lianjia.com/zufang/HZ1927937419936530432.html,47.96㎡,北,2室0厅2卫,4400,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1927937419936530432,2025/12/9 23:36
3266,杭州,西湖区,西湖区-文教-耀江文萃苑,西湖区,合租·耀江文萃苑 8居室 南卧,https://hz.lianjia.com/zufang/HZ2026899308229427200.html,25.00㎡,南,8室1厅6卫,1500,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_dxzOUqvQp.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2026899308229427200,2025/12/9 23:37
3267,杭州,西湖区,西湖区-文教-耀江文萃苑,西湖区,合租·耀江文萃苑 8居室 西卧,https://hz.lianjia.com/zufang/HZ2026890439256178688.html,25.00㎡,西,8室1厅6卫,2200,,链家,"https://image1.ljcdn.com/110000-inspection/pc1_CQpWDLMal.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2026890439256178688,2025/12/9 23:37
3268,杭州,西湖区,西湖区-转塘-云都汇中心,西湖区,合租·云都汇中心 2居室 北卧,https://hz.lianjia.com/zufang/HZ1998353686379626496.html,34.00㎡,北,2室2厅2卫,1500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1998353686379626496,2025/12/9 23:37
3269,杭州,西湖区,西湖区-三墩-浙大森林,西湖区,整租·浙大森林 1室1厅 北,https://hz.lianjia.com/zufang/HZ1992425732713742336.html,47.00㎡,北,1室1厅1卫,2300,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1992425732713742336,2025/12/9 23:37
3270,杭州,西湖区,西湖区-文三-邮电新村,西湖区,整租·邮电新村 3室1厅 南,https://hz.lianjia.com/zufang/HZ2025861313636335616.html,81.02㎡,南,3室1厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2025861313636335616,2025/12/9 23:37
3271,杭州,西湖区,西湖区-文教-文二路62号,西湖区,合租·文二路62号 1居室 南卧,https://hz.lianjia.com/zufang/HZ2024851219465371648.html,29.00㎡,南,1室0厅1卫,1100,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2024851219465371648,2025/12/9 23:37
3272,杭州,西湖区,西湖区-黄龙-正和居,西湖区,合租·正和居 7居室 南卧,https://hz.lianjia.com/zufang/HZ1998957401264357376.html,12.00㎡,南,7室1厅5卫,1900,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1998957401264357376,2025/12/9 23:37
3273,杭州,西湖区,西湖区-转塘-赞成岭上花苑,西湖区,整租·赞成岭上花苑 4室2厅 南,https://hz.lianjia.com/zufang/HZ1999050516692205568.html,153.00㎡,南,4室2厅2卫,5400,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1999050516692205568,2025/12/9 23:37
3274,杭州,西湖区,西湖区-三墩-金地自在城求学里,西湖区,整租·金地自在城求学里 3室2厅 南,https://hz.lianjia.com/zufang/HZ1993513873977638912.html,89.00㎡,南,3室2厅1卫,4000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1993513873977638912,2025/12/9 23:37
3275,杭州,西湖区,西湖区-文一西路-嘉南公寓影池居,西湖区,整租·嘉南公寓影池居 4室2厅 南,https://hz.lianjia.com/zufang/HZ1993676299406671872.html,183.00㎡,南,4室2厅2卫,5600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1993676299406671872,2025/12/9 23:37
3276,杭州,西湖区,西湖区-西溪-西溪花园竞舟苑,西湖区,合租·西溪花园竞舟苑 4居室 南卧,https://hz.lianjia.com/zufang/HZ2000494091581784064.html,20.00㎡,南,4室0厅4卫,1600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2000494091581784064,2025/12/9 23:37
3277,杭州,西湖区,西湖区-文三西路-浙商财富中心,西湖区,整租·浙商财富中心 5室1厅 东北,https://hz.lianjia.com/zufang/HZ2000480980694990848.html,334.39㎡,东北,5室1厅0卫,20000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2000480980694990848,2025/12/9 23:37
3278,杭州,西湖区,西湖区-三墩-三墩新天地商业中心,西湖区,整租·三墩新天地商业中心 1室1厅 南,https://hz.lianjia.com/zufang/HZ2000865317361811456.html,60.00㎡,南,1室1厅1卫,2000,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2000865317361811456,2025/12/9 23:37
3279,杭州,西湖区,西湖区-嘉绿-世纪新城东区,西湖区,整租·世纪新城东区 1室1厅 西,https://hz.lianjia.com/zufang/HZ2031930724797382656.html,45.00㎡,西,1室1厅1卫,2985,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2031930724797382656,2025/12/9 23:37
3280,杭州,西湖区,西湖区-文三-宁波大厦,西湖区,整租·宁波大厦 1室1厅 南,https://hz.lianjia.com/zufang/HZ2001232197738037248.html,116.00㎡,南,1室1厅0卫,5000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2001232197738037248,2025/12/9 23:37
3281,杭州,西湖区,西湖区-西溪-留庄,西湖区,整租·留庄 1室1厅 北,https://hz.lianjia.com/zufang/HZ2001215644179103744.html,51.81㎡,北,1室1厅1卫,2700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2001215644179103744,2025/12/9 23:37
3282,杭州,西湖区,西湖区-西溪-龙湖西溪天街,西湖区,合租·龙湖西溪天街 2居室 南/北卧,https://hz.lianjia.com/zufang/HZ1999742990645460992.html,50.00㎡,南 北,2室2厅2卫,2400,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1999742990645460992,2025/12/9 23:37
3283,杭州,西湖区,西湖区-三墩-信鸿花园北区,西湖区,整租·信鸿花园北区 3室1厅 南/北,https://hz.lianjia.com/zufang/HZ1999771199969689600.html,89.62㎡,南 北,3室1厅1卫,2250,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1999771199969689600,2025/12/9 23:37
3284,杭州,西湖区,西湖区-文三西路-嘉绿景苑东园,西湖区,合租·嘉绿景苑东园 2居室 北卧,https://hz.lianjia.com/zufang/HZ1999826424537546752.html,15.00㎡,北,2室1厅1卫,1300,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1999826424537546752,2025/12/9 23:37
3285,杭州,西湖区,西湖区-文三西路-城市心境,西湖区,整租·城市心境 2室2厅 南,https://hz.lianjia.com/zufang/HZ2030861049514688512.html,98.81㎡,南,2室2厅1卫,5900,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2030861049514688512,2025/12/9 23:37
3286,杭州,西湖区,西湖区-文一西路-桂花城紫云苑,西湖区,整租·桂花城紫云苑 5室2厅 南,https://hz.lianjia.com/zufang/HZ2032768936646279168.html,330.00㎡,南,5室2厅3卫,30000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2032768936646279168,2025/12/9 23:37
3287,杭州,西湖区,西湖区-西溪-坤和和家园,西湖区,整租·坤和和家园 2室1厅 南,https://hz.lianjia.com/zufang/HZ2033084769163542528.html,88.28㎡,南,2室1厅1卫,3800,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2033084769163542528,2025/12/9 23:37
3288,杭州,西湖区,西湖区-古荡-龙都大厦,西湖区,合租·龙都大厦 3居室 南卧,https://hz.lianjia.com/zufang/HZ1999353540077682688.html,39.00㎡,南,3室0厅3卫,2300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1999353540077682688,2025/12/9 23:37
3289,杭州,西湖区,西湖区-转塘-枫吟丽都一区,西湖区,合租·枫吟丽都一区 3居室 西卧,https://hz.lianjia.com/zufang/HZ2031650713062342656.html,45.00㎡,西,3室1厅1卫,3300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2031650713062342656,2025/12/9 23:37
3290,杭州,西湖区,西湖区-文一西路-南都花园,西湖区,合租·南都花园 6居室 南卧,https://hz.lianjia.com/zufang/HZ2003034617958891520.html,30.00㎡,南,6室0厅0卫,1700,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2003034617958891520,2025/12/9 23:37
3291,杭州,西湖区,西湖区-小和山-翰墨香林苑,西湖区,整租·翰墨香林苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2004082737765416960.html,136.00㎡,南,3室2厅2卫,2900,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2004082737765416960,2025/12/9 23:37
3292,杭州,拱墅区,拱墅区-申花-中交财富中心,拱墅区,整租·中交财富中心 2室1厅 南,https://hz.lianjia.com/zufang/HZ2107804381691772928.html,117.66㎡,南,2室1厅1卫,3600,精装,,https://image1.ljcdn.com/lease-image/house/270c08b4b462bf9dcdcf0400dcf4b383.jpeg.250x182.jpg,HZ2107804381691772928,2025/12/10 8:34
3293,杭州,拱墅区,拱墅区-万达广场-运河印,拱墅区,整租·运河印 1室1厅 西,https://hz.lianjia.com/zufang/HZ2108755905444052992.html,55.00㎡,西,1室1厅1卫,3100,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_hU0pivbcr.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2108755905444052992,2025/12/10 8:34
3294,杭州,拱墅区,拱墅区-三塘-东新园孚信苑,拱墅区,整租·东新园孚信苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2093336733331488768.html,130.61㎡,南,3室2厅2卫,4200,,,https://image1.ljcdn.com/lease-image/house/db307a65-e930-448b-8585-c89a9dd2823c.jpg.250x182.jpg,HZ2093336733331488768,2025/12/10 8:34
3295,杭州,拱墅区,45.00㎡,45.00㎡,独栋·晟光里 建发缦云店 可短租3个月开业钜惠奶油风单间整租品牌公寓可押一付一 1室1厅,https://hz.lianjia.com/apartment/98317.html,7间在租,1室1厅1卫,,2461-2765,精装,晟光里,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,836281,2025/12/10 8:34
3296,杭州,拱墅区,拱墅区-石桥-永佳新苑,拱墅区,整租·永佳新苑 2室1厅 南,https://hz.lianjia.com/zufang/HZ2095712160981188608.html,66.16㎡,南,2室1厅1卫,3000,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2095712160981188608,2025/12/10 8:34
3297,杭州,拱墅区,仅剩3间,仅剩3间,独栋·晟光里 建发缦云店 可短租3个月年末钜惠厅室分离可押一付一免租一个月 1室1厅,https://hz.lianjia.com/apartment/98317.html,45.00㎡,3间在租,1室1厅1卫,2790,精装,晟光里,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,836996,2025/12/10 8:34
3298,杭州,拱墅区,拱墅区-石桥-华丰时代城,拱墅区,整租·华丰时代城 1室1厅 南,https://hz.lianjia.com/zufang/HZ2011399999950159872.html,35.00㎡,南,1室1厅1卫,1681,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2011399999950159872,2025/12/10 8:34
3299,杭州,拱墅区,拱墅区-建国北路-中江花园,拱墅区,整租·中江花园 4室2厅 南,https://hz.lianjia.com/zufang/HZ2100237378378530816.html,200.00㎡,南,4室2厅2卫,8800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100237378378530816,2025/12/10 8:34
3300,杭州,拱墅区,拱墅区-石桥-泰地北上新城,拱墅区,整租·泰地北上新城 3室2厅 南,https://hz.lianjia.com/zufang/HZ2107491009167360000.html,79.21㎡,南,3室2厅1卫,2800,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107491009167360000,2025/12/10 8:34
3301,杭州,拱墅区,仅剩1间,仅剩1间,独栋·宁巢公寓 河语光年府店 【民水民电】高端住宅小区24小时物业安保 1室1厅,https://hz.lianjia.com/apartment/101131.html,52.00㎡,1间在租,1室1厅1卫,3350,精装,宁巢公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,869531,2025/12/10 8:34
3302,杭州,拱墅区,拱墅区-申花-资辉壹方汇,拱墅区,整租·资辉壹方汇 3室1厅 南,https://hz.lianjia.com/zufang/HZ2107717228370591744.html,43.48㎡,南,3室1厅2卫,3400,精装,贝壳优选,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107717228370591744,2025/12/10 8:34
3303,杭州,拱墅区,仅剩2间,仅剩2间,独栋·宁巢公寓 河语光年府店 【国企自持公寓】民水民电押一付一带天燃气 租住安全有保障 2室1厅,https://hz.lianjia.com/apartment/101131.html,52.00㎡,2间在租,2室1厅1卫,3276-3350,精装,宁巢公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,862825,2025/12/10 8:34
3304,杭州,拱墅区,拱墅区-三墩-长青嘉苑,拱墅区,整租·长青嘉苑 3室2厅 南,https://hz.lianjia.com/zufang/HZ2108763168497991680.html,102.00㎡,南,3室2厅1卫,3600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2108763168497991680,2025/12/10 8:34
3305,杭州,拱墅区,仅剩3间,仅剩3间,独栋·晟光里 建发缦云店 年末特惠可短租年租免一个月房租实体墙一室一厅 1室1厅,https://hz.lianjia.com/apartment/98317.html,45.00㎡,3间在租,1室1厅1卫,2865,精装,晟光里,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,836999,2025/12/10 8:34
3306,杭州,拱墅区,拱墅区-申花-欣盛东方福邸,拱墅区,整租·欣盛东方福邸 3室2厅 南,https://hz.lianjia.com/zufang/HZ2109226620161097728.html,89.00㎡,南,3室2厅1卫,7500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2109226620161097728,2025/12/10 8:34
3307,杭州,拱墅区,仅剩1间,仅剩1间,独栋·宁巢公寓 河语光年府店 【天燃气厨房】押一付一 高端住宅小区万科24小时物业安保 1室1厅,https://hz.lianjia.com/apartment/101131.html,52.00㎡,1间在租,1室1厅1卫,3350,精装,宁巢公寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,869515,2025/12/10 8:34
3308,杭州,拱墅区,仅剩2间,仅剩2间,独栋·橙野16号 新天地一店 近新天地街地铁站，一室一厅整租！（一年起租，短租勿咨询！） 1室1厅,https://hz.lianjia.com/apartment/83244.html,35.00㎡,2间在租,1室1厅1卫,1890,精装,橙野16号,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,810950,2025/12/10 8:34
3309,杭州,拱墅区,拱墅区-桥西-瑞浩珺公馆,拱墅区,合租·瑞浩珺公馆 2居室 南卧,https://hz.lianjia.com/zufang/HZ2097182470951665664.html,45.00㎡,南,2室1厅2卫,2000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2097182470951665664,2025/12/10 8:34
3310,杭州,拱墅区,仅剩2间,仅剩2间,独栋·橙野16号 新天地一店 近新天地街地铁站 一室一厅公寓整租！（一年起租 短租勿咨询！） 1室1厅,https://hz.lianjia.com/apartment/83244.html,35.00㎡,2间在租,1室1厅1卫,1890,精装,橙野16号,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,807122,2025/12/10 8:34
3311,杭州,拱墅区,拱墅区-申花-资辉壹方汇,拱墅区,合租·资辉壹方汇 2居室 西北卧,https://hz.lianjia.com/zufang/HZ2096459357095985152.html,33.00㎡,西北,2室0厅2卫,2100,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2096459357095985152,2025/12/10 8:34
3312,杭州,拱墅区,拱墅区-运河新城-金昌苑,拱墅区,合租·金昌苑 4居室 南卧,https://hz.lianjia.com/zufang/HZ2105930187978833920.html,20.00㎡,南,4室4厅4卫,1700,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2105930187978833920,2025/12/10 8:34
3313,杭州,拱墅区,仅剩4间,仅剩4间,独栋·朗诗寓 瓜山东苑-3店 【免押金】可月付 可短租 朝南loft 无中介费 1室1厅,https://hz.lianjia.com/apartment/42869.html,42.00㎡,4间在租,1室1厅1卫,1880,精装,朗诗寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,694319,2025/12/10 8:34
3314,杭州,拱墅区,拱墅区-湖墅-五一新村,拱墅区,整租·五一新村 2室1厅 南,https://hz.lianjia.com/zufang/HZ2040022203835088896.html,50.00㎡,南,2室1厅1卫,2700,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2040022203835088896,2025/12/10 8:34
3315,杭州,拱墅区,拱墅区-朝晖-中山花园,拱墅区,合租·中山花园 5居室 南卧,https://hz.lianjia.com/zufang/HZ2093296599055728640.html,15.00㎡,南,5室0厅2卫,1300,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2093296599055728640,2025/12/10 8:34
3316,杭州,拱墅区,拱墅区-流水苑-嘉汇大厦,拱墅区,合租·嘉汇大厦 4居室 南卧,https://hz.lianjia.com/zufang/HZ2051652875800543232.html,25.00㎡,南,4室1厅3卫,1600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2051652875800543232,2025/12/10 8:34
3317,杭州,拱墅区,拱墅区-万达广场-星桥锦绣嘉苑,拱墅区,合租·星桥锦绣嘉苑 4居室 南卧,https://hz.lianjia.com/zufang/HZ2100512319267143680.html,40.00㎡,南,4室1厅1卫,3000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2100512319267143680,2025/12/10 8:34
3318,杭州,拱墅区,仅剩2间,仅剩2间,独栋·橙野16号 新天地一店 近新天地，近中大银泰，双地铁口一室一厅整租！（短租勿咨询！） 1室1厅,https://hz.lianjia.com/apartment/83244.html,35.00㎡,2间在租,1室1厅1卫,1990,精装,橙野16号,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,807148,2025/12/10 8:34
3319,杭州,拱墅区,仅剩4间,仅剩4间,独栋·朗诗寓 瓜山东苑-3店 【免押金】】可月付 近地铁 独卫 交通便利 拎包入住 开间,https://hz.lianjia.com/apartment/42869.html,25.00㎡,4间在租,1室0厅1卫,1455,精装,朗诗寓,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,716156,2025/12/10 8:34
3320,杭州,拱墅区,仅剩1间,仅剩1间,独栋·华皙 华丰时代城店 新天地街附近押一付一无中介费 1室1厅,https://hz.lianjia.com/apartment/82606.html,30.00㎡,1间在租,1室1厅1卫,1799,精装,华皙,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,696589,2025/12/10 8:34
3321,杭州,拱墅区,20.00㎡,20.00㎡,独栋·华皙 新天地地铁站店 月付免押精装公寓 1室1厅,https://hz.lianjia.com/apartment/43877.html,11间在租,1室1厅1卫,,1800,精装,华皙,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,819314,2025/12/10 8:34
