序号,标题,链接,区域,区域分类,面积,朝向,房间信息,价格(元/月),标签,品牌,图片链接,房源编码,抓取时间
3732,整租·凤凰桥社区 3室2厅 南,https://bj.lianjia.com/zufang/HZ1859470648540135424.html,富阳区-富春-凤凰桥社区,富阳区,88.00㎡,南,3室2厅1卫,2500,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1859470648540135424,2025/12/8 22:01
3733,合租·龙湖名景台一期 4居室 北卧,https://bj.lianjia.com/zufang/HZ2017867407728574464.html,上城区-丁桥-龙湖名景台一期,上城区,9.80㎡,北,4室1厅1卫,1190,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2017867407728574464,2025/12/8 22:01
3734,整租·合诚之江商务中心 1室0厅 南,https://bj.lianjia.com/zufang/HZ1860566832314843136.html,西湖区-转塘-合诚之江商务中心,西湖区,154.00㎡,南,1室0厅0卫,10000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1860566832314843136,2025/12/8 22:01
3735,整租·三江新村 2室1厅 东,https://bj.lianjia.com/zufang/HZ1860537808939122688.html,萧山区-闻堰-三江新村,萧山区,120.30㎡,东,2室1厅2卫,2200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1860537808939122688,2025/12/8 22:01
3736,合租·久赋名邸 5居室 北卧,https://bj.lianjia.com/zufang/HZ2018568418495561728.html,萧山区-南部卧城-久赋名邸,萧山区,9.08㎡,北,5室1厅2卫,1090,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2018568418495561728,2025/12/8 22:01
3737,整租·合诚之江商务中心 1室0厅 南,https://bj.lianjia.com/zufang/HZ1860567993625346048.html,西湖区-转塘-合诚之江商务中心,西湖区,158.00㎡,南,1室0厅0卫,10000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1860567993625346048,2025/12/8 22:01
3738,整租·东吴商城 2室1厅 西,https://bj.lianjia.com/zufang/HZ1870394844782788608.html,富阳区-富春-东吴商城,富阳区,60.94㎡,西,2室1厅1卫,1600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1870394844782788608,2025/12/8 22:01
3739,整租·钱塘梧桐蓝山 3室1厅 南,https://bj.lianjia.com/zufang/HZ1862379323231567872.html,临平区-临平新城-钱塘梧桐蓝山,临平区,89.00㎡,南,3室1厅1卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1862379323231567872,2025/12/8 22:01
3740,合租·西溪雅苑 7居室 南卧,https://bj.lianjia.com/zufang/HZ1870753907764887552.html,余杭区-西溪-西溪雅苑,余杭区,20.00㎡,南,7室0厅7卫,1200,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1870753907764887552,2025/12/8 22:01
3741,合租·富力十号院 5居室 北卧,https://bj.lianjia.com/zufang/HZ2018922321347084288.html,余杭区-未来科技城-富力十号院,余杭区,7.70㎡,北,5室1厅2卫,1090,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2018922321347084288,2025/12/8 22:01
3742,整租·戈雅公寓 3室2厅 南,https://bj.lianjia.com/zufang/HZ1863164294724583424.html,萧山区-闻堰-戈雅公寓,萧山区,150.00㎡,南,3室2厅2卫,3500,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1863164294724583424,2025/12/8 22:01
3743,合租·万家花园家和苑 4居室 南卧,https://bj.lianjia.com/zufang/HZ2018110522976632832.html,上城区-闸弄口-万家花园家和苑,上城区,15.30㎡,南,4室1厅2卫,1901,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2018110522976632832,2025/12/8 22:01
3744,合租·碧水澜天华庭 4居室 南卧,https://bj.lianjia.com/zufang/HZ2018105192792195072.html,余杭区-良渚-碧水澜天华庭,余杭区,7.90㎡,南,4室1厅2卫,1060,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2018105192792195072,2025/12/8 22:01
3745,合租·翁梅新苑三区 4居室 南卧,https://bj.lianjia.com/zufang/HZ2019761717440937984.html,临平区-乔司-翁梅新苑三区,临平区,10.10㎡,南,4室1厅2卫,890,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2019761717440937984,2025/12/8 22:01
3746,整租·花园南村 2室1厅 南,https://bj.lianjia.com/zufang/HZ1862814626652094464.html,西湖区-文教-花园南村,西湖区,65.00㎡,南,2室1厅1卫,3500,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1862814626652094464,2025/12/8 22:01
3747,整租·大家悦墅 3室2厅 南,https://bj.lianjia.com/zufang/HZ1870404688403234816.html,富阳区-富春-大家悦墅,富阳区,140.00㎡,南,3室2厅2卫,1600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1870404688403234816,2025/12/8 22:01
3748,整租·江滨公望大厦 2室1厅 南,https://bj.lianjia.com/zufang/HZ1862362872743460864.html,富阳区-鹿山新城-江滨公望大厦,富阳区,120.00㎡,南,2室1厅2卫,2900,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1862362872743460864,2025/12/8 22:01
3749,整租·富宸江滨18号公馆 4室2厅 南,https://bj.lianjia.com/zufang/HZ1863134287558082560.html,富阳区-富春-富宸江滨18号公馆,富阳区,192.00㎡,南,4室2厅3卫,4000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1863134287558082560,2025/12/8 22:01
3750,整租·翠苑三区 2室1厅 南,https://bj.lianjia.com/zufang/HZ1870445923713155072.html,西湖区-翠苑-翠苑三区,西湖区,60.92㎡,南,2室1厅1卫,3000,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1870445923713155072,2025/12/8 22:01
3751,整租·滨江新苑 1室1厅 南,https://bj.lianjia.com/zufang/HZ2035007805131325440.html,精选,精选,上城区-近江-滨江新苑,61.68㎡,南,4330,精装,自如,https://image1.ljcdn.com/rent-house-1/img/ad40efae68e06d5607579210fcfcecd2-1761983009640/ddf557466979a5c5ec597d795992b86d.jpg.250x182.jpg,HZ2035007805131325440,2025/12/8 22:02
3752,整租·三华园 1室1厅 南,https://bj.lianjia.com/zufang/HZ2107014724926308352.html,拱墅区-天水-三华园,拱墅区,46.81㎡,南,1室1厅1卫,3200,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_uGZrCMXoh_1.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2107014724926308352,2025/12/8 22:02
3753,整租·南山路小区 1室1厅 南,https://bj.lianjia.com/zufang/HZ2107000895370690560.html,上城区-清波-南山路小区,上城区,43.00㎡,南,1室1厅1卫,2800,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_k7SwrkR7k.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ2107000895370690560,2025/12/8 22:02
3754,合租·温馨人家 5居室 南卧,https://bj.lianjia.com/zufang/HZ2034326588908109824.html,滨江区-滨江区政府-温馨人家,滨江区,14.00㎡,南,5室1厅2卫,1690,精装,自如,https://image1.ljcdn.com/rent-house-1/img/ad40efae68e06d5607579210fcfcecd2-1758872152066/f34826f379401e7b4db7e6b1981f369e.jpg.250x182.jpg,HZ2034326588908109824,2025/12/8 22:02
3755,整租·景芳水湘苑 2室1厅 南,https://bj.lianjia.com/zufang/HZ2107015867094007808.html,上城区-景芳-景芳水湘苑,上城区,83.00㎡,南,2室1厅1卫,4200,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182_1.png?_v=2025120112060559d,HZ2107015867094007808,2025/12/8 22:02
3756,合租·奥克斯时代未来之城 4居室 南卧,https://bj.lianjia.com/zufang/HZ2034400900713283584.html,余杭区-未来科技城-奥克斯时代未来之城,余杭区,9.30㎡,南,4室1厅1卫,1330,精装,自如,https://image1.ljcdn.com/rent-house-1/img/ad40efae68e06d5607579210fcfcecd2-1751722664367/97b445def2957db7c720ca930d96e975.jpg.250x182.jpg,HZ2034400900713283584,2025/12/8 22:02
3757,合租·德胜东村 4居室 西卧,https://bj.lianjia.com/zufang/HZ2036260314047053824.html,拱墅区-德胜东-德胜东村,拱墅区,6.69㎡,西,4室1厅1卫,960,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2036260314047053824,2025/12/8 22:02
3758,合租·钱江华府 4居室 南卧,https://bj.lianjia.com/zufang/HZ2036487671601168384.html,上城区-城东新城-钱江华府,上城区,11.00㎡,南,4室1厅2卫,1560,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2036487671601168384,2025/12/8 22:02
3759,合租·豪波西溪润景 4居室 北卧,https://bj.lianjia.com/zufang/HZ2107001198467874816.html,余杭区-未来科技城-豪波西溪润景,余杭区,68.00㎡,北,4室4厅4卫,2000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107001198467874816,2025/12/8 22:02
3760,整租·东方时代中心 1室1厅 南,https://bj.lianjia.com/zufang/HZ2107016397920927744.html,上城区-三里亭-东方时代中心,上城区,26.00㎡,南,1室1厅1卫,2300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107016397920927744,2025/12/8 22:02
3761,整租·海创绿谷 1室1厅 西,https://bj.lianjia.com/zufang/HZ2106998066522357760.html,余杭区-未来科技城-海创绿谷,余杭区,37.00㎡,西,1室1厅1卫,2700,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2106998066522357760,2025/12/8 22:02
3762,整租·绿城桂冠东方一区 4室1厅 南,https://bj.lianjia.com/zufang/HZ2106999111935852544.html,萧山区-钱江世纪城-绿城桂冠东方一区,萧山区,145.00㎡,南,4室1厅2卫,13500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2106999111935852544,2025/12/8 22:02
3763,整租·采荷大厦 2室1厅 南,https://bj.lianjia.com/zufang/HZ2107006965585543168.html,上城区-采荷-采荷大厦,上城区,62.03㎡,南,2室1厅0卫,2200,,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107006965585543168,2025/12/8 22:02
3764,合租·中兴花园百合苑 4居室 南卧,https://bj.lianjia.com/zufang/HZ2036727811665821696.html,滨江区-滨江区政府-中兴花园百合苑,滨江区,8.95㎡,南,4室1厅1卫,1460,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2036727811665821696,2025/12/8 22:02
3765,整租·尚筑金座 2室2厅 南,https://bj.lianjia.com/zufang/HZ2107005090530328576.html,上城区-近江-尚筑金座,上城区,50.00㎡,南,2室2厅1卫,3600,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107005090530328576,2025/12/8 22:02
3766,整租·嘉丰万悦城南区 4室2厅 南,https://bj.lianjia.com/zufang/HZ2106995446663610368.html,临平区-东湖-嘉丰万悦城南区,临平区,138.00㎡,南,4室2厅2卫,3600,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2106995446663610368,2025/12/8 22:02
3767,整租·众安恒隆广场 3室1厅 南/西南,https://bj.lianjia.com/zufang/HZ2107009663613534208.html,萧山区-萧山市区-众安恒隆广场,萧山区,139.00㎡,南 西南,3室1厅1卫,7500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107009663613534208,2025/12/8 22:02
3768,整租·金棕榈花园 3室2厅 南,https://bj.lianjia.com/zufang/HZ2107024509658726400.html,上城区-复兴-金棕榈花园,上城区,120.00㎡,南,3室2厅2卫,7200,精装,链家,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107024509658726400,2025/12/8 22:02
3769,合租·钱江湾花园 5居室 北卧,https://bj.lianjia.com/zufang/HZ2037490914045198336.html,滨江区-浦沿-钱江湾花园,滨江区,9.88㎡,北,5室1厅2卫,1330,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2037490914045198336,2025/12/8 22:02
3770,整租·田园牧歌麓云苑 3室2厅 南,https://bj.lianjia.com/zufang/HZ2107006652505915392.html,拱墅区-半山-田园牧歌麓云苑,拱墅区,89.00㎡,南,3室2厅1卫,5000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107006652505915392,2025/12/8 22:02
3771,整租·岸上蓝山 3室2厅 南,https://bj.lianjia.com/zufang/HZ2107024516424138752.html,余杭区-闲林-岸上蓝山,余杭区,121.00㎡,南,3室2厅2卫,3000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107024516424138752,2025/12/8 22:02
3772,合租·奥克斯缔逸城 3居室 南卧,https://bj.lianjia.com/zufang/HZ2038000495859073024.html,余杭区-良渚-奥克斯缔逸城,余杭区,13.00㎡,南,3室1厅1卫,1260,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2038000495859073024,2025/12/8 22:02
3773,整租·闲林山水丹枫苑 2室2厅 南,https://bj.lianjia.com/zufang/HZ2107011750674038784.html,余杭区-闲林-闲林山水丹枫苑,余杭区,73.19㎡,南,2室2厅1卫,3300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107011750674038784,2025/12/8 22:02
3774,合租·融创河滨之城雨澜轩 4居室 南卧,https://bj.lianjia.com/zufang/HZ2038361882821132288.html,西湖区-西溪-融创河滨之城雨澜轩,西湖区,13.70㎡,南,4室1厅2卫,1590,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2038361882821132288,2025/12/8 22:02
3775,整租·桃源春居 3室2厅 南,https://bj.lianjia.com/zufang/HZ2107011563159289856.html,西湖区-嘉绿-桃源春居,西湖区,115.00㎡,南,3室2厅2卫,4500,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107011563159289856,2025/12/8 22:02
3776,合租·兴议家园北区 3居室 南/北卧,https://bj.lianjia.com/zufang/HZ2107025225416704000.html,萧山区-萧山新城区-兴议家园北区,萧山区,20.00㎡,南 北,3室1厅2卫,2100,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107025225416704000,2025/12/8 22:02
3777,整租·梓树花苑 2室2厅 南,https://bj.lianjia.com/zufang/HZ2107010954775494656.html,富阳区-银湖科技城-梓树花苑,富阳区,93.00㎡,南,2室2厅1卫,2200,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107010954775494656,2025/12/8 22:02
3778,整租·浙新小区 1室1厅 南,https://bj.lianjia.com/zufang/HZ2107024786881249280.html,滨江区-浦沿-浙新小区,滨江区,30.00㎡,南,1室1厅1卫,1900,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107024786881249280,2025/12/8 22:02
3779,合租·首开国风美域 4居室 南卧,https://bj.lianjia.com/zufang/HZ2038223616587333632.html,西湖区-申花-首开国风美域,西湖区,10.00㎡,南,4室1厅1卫,1160,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2038223616587333632,2025/12/8 22:02
3780,合租·新州花苑 4居室 东/北卧,https://bj.lianjia.com/zufang/HZ2107023868081209344.html,滨江区-滨江区政府-新州花苑,滨江区,40.00㎡,东 北,4室4厅4卫,2800,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2107023868081209344,2025/12/8 22:02
3781,合租·众安朝阳8号 4居室 北卧,https://bj.lianjia.com/zufang/HZ2095482416859709440.html,萧山区-南部卧城-众安朝阳8号,萧山区,7.50㎡,北,4室1厅2卫,890,精装,自如,https://image1.ljcdn.com/rent-house-1/img/ad40efae68e06d5607579210fcfcecd2-1762069486281/d2d0b4c4bb03f5e103081478c08cf2db.jpg.250x182.jpg,HZ2095482416859709440,2025/12/8 22:03
3782,整租·德信中外公寓 4室2厅 南,https://bj.lianjia.com/zufang/HZ1983162911769493504.html,钱塘区-金沙湖-德信中外公寓,钱塘区,130.00㎡,南,4室2厅2卫,7800,精装,,"https://image1.ljcdn.com/110000-inspection/pc1_EhxyjybDL.jpg!m_fill,w_250,h_182,l_flianjia_black,o_auto",HZ1983162911769493504,2025/12/8 22:03
3783,合租·望江家园东园 3居室 北卧,https://bj.lianjia.com/zufang/HZ2095582434505523200.html,上城区-近江-望江家园东园,上城区,7.30㎡,北,3室1厅1卫,1330,精装,自如,https://image1.ljcdn.com/rent-house-1/img/ad40efae68e06d5607579210fcfcecd2-1764065316639/016a7901e304edb918d83ccd1a361f48.jpg.250x182.jpg,HZ2095582434505523200,2025/12/8 22:03
3784,合租·绿洲花园 4居室 北卧,https://bj.lianjia.com/zufang/HZ2095721777358438400.html,拱墅区-流水苑-绿洲花园,拱墅区,12.00㎡,北,4室1厅2卫,1530,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2095721777358438400,2025/12/8 22:03
3785,整租·融创金成璞樾大观 3室2厅 东/南,https://bj.lianjia.com/zufang/HZ1980185108522467328.html,临安区-临安-融创金成璞樾大观,临安区,126.71㎡,东 南,3室2厅2卫,2300,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1980185108522467328,2025/12/8 22:03
3786,合租·九悦江南 4居室 东卧,https://bj.lianjia.com/zufang/HZ2095744663762763776.html,萧山区-南部卧城-九悦江南,萧山区,17.30㎡,东,4室1厅2卫,1290,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2095744663762763776,2025/12/8 22:03
3787,整租·中天溪珺庭 3室2厅 南,https://bj.lianjia.com/zufang/HZ1980234555272986624.html,临安区-临安-中天溪珺庭,临安区,96.00㎡,南,3室2厅2卫,900,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1980234555272986624,2025/12/8 22:03
3788,整租·江南摩卡 4室5厅 跃层 南,https://bj.lianjia.com/zufang/HZ1982684921310740480.html,萧山区-闻堰-江南摩卡,萧山区,240.00㎡,南,4室5厅3卫,10000,精装,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1982684921310740480,2025/12/8 22:03
3789,合租·伊萨卡国际城浩泽园 5居室 北卧,https://bj.lianjia.com/zufang/HZ1982673893587943424.html,钱塘区-沿江北-伊萨卡国际城浩泽园,钱塘区,15.00㎡,北,5室1厅1卫,1100,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1982673893587943424,2025/12/8 22:03
3790,整租·文和公寓 5室1厅 南,https://bj.lianjia.com/zufang/HZ1980970758901334016.html,钱塘区-大江东-文和公寓,钱塘区,150.00㎡,南,5室1厅2卫,4000,,,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ1980970758901334016,2025/12/8 22:03
3791,合租·海潮雅园二园 4居室 南卧,https://bj.lianjia.com/zufang/HZ2095714240978485248.html,上城区-望江-海潮雅园二园,上城区,9.60㎡,南,4室1厅1卫,1530,精装,自如,https://s1.ljcdn.com/matrix_pc/dist/pc/src/resource/default/250-182.png?_v=2025120112060559d,HZ2095714240978485248,2025/12/8 22:03
